village,taluk,district,census_code,lat,lng,name_ta,place_type
Thulukkankurichi,,Virudhunagar,,9.30627,77.75445,துலுக்கன்குறிச்சி,village
Tiruchuli,,Virudhunagar,,9.53491,78.20073,திருச்சுழி,village
Tirumalaipuram,,Virudhunagar,,9.37546,78.23089,,village
Toppilakarai,,Virudhunagar,,9.36262,78.23958,,village
Tulukkapatti,,Virudhunagar,,9.44233,77.92638,துலுக்கப்பட்டி,village
Udaiyananpatti,,Virudhunagar,,9.55748,78.19864,,village
Ullurpatti colony,,Virudhunagar,,9.49407,77.69633,,hamlet
Usilampatti,,Virudhunagar,,9.63836,77.96217,,village
Usilangulam,,Virudhunagar,,9.57707,78.36216,,village
V.Pudur,,Virudhunagar,,9.41058,77.63169,,village
Vachchakkarapatti Chattram,,Virudhunagar,,9.46505,77.94103,,village
Vadakku Chinnagollapatti,,Virudhunagar,,9.33493,77.92922,,village
Vadamalapuram,,Virudhunagar,,9.50512,77.84065,வடமலாபுரம்,village
Vaithilingapuram,,Virudhunagar,,9.47438,77.60779,,village
Valaiyapatti,,Virudhunagar,,9.45610,77.97826,,village
Valayamkulam,,Virudhunagar,,9.60733,78.08396,வலையம் குளம்,village
Valukkalotti,,Virudhunagar,,9.57092,78.01005,வலுக்கலொட்டி,village
Vankarpatti,,Virudhunagar,,9.45672,77.67408,,hamlet
Varalotti,,Virudhunagar,,9.59322,78.02383,வரலொட்டி,village
Varasur,,Virudhunagar,,9.57532,78.34608,,village
Vattapettal,,Virudhunagar,,9.59048,78.37431,,village
Veerasolan,,Virudhunagar,,9.54893,78.36237,வீரசோழன்,village
Vellaiyarpuram,,Virudhunagar,,9.38677,78.18645,,village
Vembakottai,,Virudhunagar,,9.33260,77.76857,வெம்பக்கோட்டை,village
Vembankudi,,Virudhunagar,,9.56897,78.30241,,village
Venkatachalapuram,,Virudhunagar,,9.37477,77.91029,,village
Veppankulam,,Virudhunagar,,9.44420,77.61439,,village
Vilamarattupatti,,Virudhunagar,,9.42369,77.86993,,village
Vilampatti,,Virudhunagar,,9.43398,77.75262,,village
Viraikudi,,Virudhunagar,,9.57642,78.33025,,village
Virudhunagar,,Virudhunagar,,9.58224,77.95370,விருதுநகர்,town
W. Pudupatti,,Virudhunagar,,9.61577,77.63663,,hamlet
Watrap,,Virudhunagar,,9.63654,77.63971,வத்திராயிருப்பு,village
Zamin Kollankondan,,Virudhunagar,,9.39644,77.52556,ஜமீன் கொல்லங்கொண்டான்,village
Zamin nathampatti,,Virudhunagar,,9.38914,77.60310,,village
