village,taluk,district,census_code,lat,lng,name_ta,place_type
Rājapālaiyam,,Vellore,,12.79596,78.87263,,village
Rāmacharikottayi,,Vellore,,12.84339,78.91557,,village
Rāmanāyanikuppam,,Vellore,,12.78291,78.85708,,village
Sainigunta,,Vellore,,13.06724,78.82409,,village
Salathumadikai,,Vellore,,12.72378,79.00127,,village
Samireddypalli,,Vellore,,13.05243,78.95611,,village
Sandrankottai,,Vellore,,12.82787,78.93705,,village
Sarathankolai,,Vellore,,12.74722,79.01565,,hamlet
Selathūr,,Vellore,,12.74823,78.98628,,village
Sengadu,,Vellore,,12.72780,78.97948,,village
Serakattupettai,,Vellore,,12.88684,78.93031,,village
Serpadi,,Vellore,,12.75375,78.89293,,village
Seshamarajakottayi,,Vellore,,12.77644,78.93357,,village
Settatūr,,Vellore,,12.70968,78.95154,,village
Sileri,,Vellore,,12.88341,78.99556,,village
Srinivasapuram,,Vellore,,13.12633,79.24776,,hamlet
Srīrāmapuram,,Vellore,,12.91644,78.95295,,village
Subbanaiyakkanpālaiyam,,Vellore,,12.80245,78.88615,,village
Talamadugu,,Vellore,,12.70166,78.87817,,village
Tekkumārathur,,Vellore,,12.72832,78.98303,,village
Teniyūr,,Vellore,,12.74432,78.99445,,village
Tettūr,,Vellore,,12.73027,78.98322,,hamlet
Thangal,,Vellore,,13.14866,79.22552,,village
Thangamalai,,Vellore,,12.72001,78.97344,,village
Thanrimarathur,,Vellore,,12.72184,79.02942,,village
Thattankōttayi,,Vellore,,12.87816,78.91372,,village
Thellur,,Vellore,,12.90385,79.10410,தெள்ளூர்,village
Thenandūr,,Vellore,,12.71425,78.94605,,village
Thiruvalam,,Vellore,,12.98571,79.26382,திருவலம்,town
Tholapalli,,Vellore,,12.83482,78.89273,,village
Tippasamudram,,Vellore,,12.86733,78.91368,,village
Tīrtham,,Vellore,,12.66680,78.85346,,village
Unai,,Vellore,,12.88051,78.97476,,village
Usur,,Vellore,,12.86415,79.06015,,village
Vallam,,Vellore,,12.75373,79.15195,,village
Vallimalai,,Vellore,,13.08105,79.26927,,village
Vallimalai Kottanatham,,Vellore,,13.07396,79.26970,,village
Varadalampāttu,,Vellore,,12.81303,78.94951,,village
Vasantanadai,,Vellore,,12.90023,78.98876,,village
Velankādu,,Vellore,,12.89046,78.99992,,village
Vellore,,Vellore,,12.90718,79.13097,வேலூர்,city
Vengannampālaiyam,,Vellore,,12.76958,78.84233,,village
Venkanapālaiyam,,Vellore,,12.77158,78.87467,,village
Vennāntāngal,,Vellore,,12.72269,78.88321,,village
