village,taluk,district,census_code,lat,lng,name_ta,place_type
Karungulam,,Tirunelveli,,8.17407,77.57587,கருங்குளம்,village
Karuthapillaiyur,,Tirunelveli,,8.77008,77.36274,கருத்தப்பிள்ளையூர்,village
Kattarankulam,,Tirunelveli,,8.90889,77.68224,கட்டாரங்குளம்,village
Katteripatti,,Tirunelveli,,8.84602,77.38355,கட்டேரிபட்டி,village
Katterum Village,,Tirunelveli,,8.25818,77.84013,,hamlet
Kavalkinaru,,Tirunelveli,,8.27732,77.57953,காவல்கிணறு,village
Keel Ambur,,Tirunelveli,,8.76155,77.40349,கீழ ஆம்பூர்,village
Keela Kadayam,,Tirunelveli,,8.83337,77.36942,கீழ கடையம்,village
Keela Pappakudi,,Tirunelveli,,8.75758,77.50957,கீழ பாப்பாக்குடி,village
Keelacheval,,Tirunelveli,,8.67958,77.62261,கீழச்செவல்,village
Keelapattam,,Tirunelveli,,8.77230,77.79308,கீழப்பாட்டம்,village
Keelapillaiyarkulam,,Tirunelveli,,8.88546,77.68653,கீழப்பிள்ளையார்குளம்,village
Keelkulam,,Tirunelveli,,8.20336,77.62347,கீழ்குளம்,village
Keeraikaaran thattu,,Tirunelveli,,8.35026,77.85040,,village
Keezh Ramaneri,,Tirunelveli,,8.47502,77.83437,கீழ் இராமனேரி,hamlet
Kesavaneri,,Tirunelveli,,8.40258,77.58435,கேசவநேரி,village
Kodaganallur,,Tirunelveli,,8.69725,77.58854,கோடகநல்லூர்,village
Koliyankulam,,Tirunelveli,,8.23149,77.63352,கோலியான்குளம்,village
Koodankulam,,Tirunelveli,,8.19386,77.70584,கூடங்குளம்,village
Kootapuli,,Tirunelveli,,8.14754,77.59922,கூட்டப்புளி,village
Kovilkulam,,Tirunelveli,,8.72232,77.46391,கோவில்குளம்,village
Kumbilampadu,,Tirunelveli,,8.30674,77.64024,கும்பிளம்பாடு,village
Kunnathoor,,Tirunelveli,,8.70405,77.67860,குன்னத்தூர்,village
Kuppakurichi,,Tirunelveli,,8.79949,77.80556,குப்பக்குறிச்சி,village
Kuppanapuram,,Tirunelveli,,8.86166,77.66895,குப்பனாபுரம்,village
Kurichikulam,,Tirunelveli,,8.89420,77.58137,குறிச்சிகுளம்,village
Kuthenkuli,,Tirunelveli,,8.21704,77.78163,கூத்தன்குழி,village
Kuttam,,Tirunelveli,,8.32027,77.93890,குட்டம்,village
Madanadar Kudieruppu,,Tirunelveli,,8.24337,77.57699,,hamlet
