village,taluk,district,census_code,lat,lng,name_ta,place_type
Thorapalli Agraharam,,Krishnagiri,,12.68645,77.88115,தொரப்பள்ளி அக்ரகாரம்,village
Tirtham,,Krishnagiri,,12.76315,78.11515,,village
Uchanahalli,,Krishnagiri,,12.65685,77.70089,உச்சனஹள்ளி,village
Uddanapalli,,Krishnagiri,,12.60851,77.93756,உத்தனப்பள்ளி,village
Uliveeranapalli,,Krishnagiri,,12.65316,77.74333,உளிவீரனப்பள்ளி,village
Undiganatham,,Krishnagiri,,12.71013,78.20407,,village
Urigam,,Krishnagiri,,12.30664,77.61664,,village
Uthangarai,,Krishnagiri,,12.26591,78.53537,ஊத்தங்கரை,town
Varatanapalli,,Krishnagiri,,12.58136,78.30162,,village
Vepanapalli,,Krishnagiri,,12.70173,78.19442,வேப்பனப்பள்ளி,town
Vettiyampatti,,Krishnagiri,,12.51572,78.23781,,village
